Category,Subcategory,Subcategory2,Command,Notes
Crew,Easter,,CREW easter_angel,
Crew,Drone (crew form),,CREW gana,
Crew,Drone (crew form),,CREW a55,
Crew,Drone (crew form),,CREW drone_recon,
Crew,Drone (crew form),,CREW drone_recon_defense,
Crew,Drone (crew form),,CREW drone_recon_boarder,
Crew,Drone (crew form),,CREW drone_battle,
Crew,Drone (crew form),,CREW drone_battle2,
Crew,Drone (crew form),,CREW doctor,
Crew,Drone (crew form),,CREW manning,
Crew,Drone (crew form),,CREW manningenemy,
Crew,Drone (crew form),,CREW butler,
Crew,Drone (crew form),,CREW divrepair,
Crew,Drone (crew form),,CREW battery,
Crew,Drone (crew form),,CREW repairboarder,
Crew,Drone (crew form),,CREW director,
Crew,Drone (crew form),,CREW atom,
Crew,Drone (crew form),,CREW atomr,
Crew,Drone (crew form),,CREW mender,
Crew,Drone (crew form),,CREW menderr,
Crew,Drone (crew form),,CREW roomba,
Crew,Drone (crew form),,CREW loot_separatist_1,
Crew,Drone (crew form),,CREW yinyang_ship,
Crew,Drone (crew form),,CREW yinyang_board,
Crew,Drone (crew form),,CREW surgeon,
Crew,Drone (crew form),,CREW drone_holodrone,
Drones,Defense,,DRONE DEFENSE_1,
Drones,Defense,,DRONE DEFENSE_2,
Drones,Defense,,DRONE DEFENSE_3,
Drones,Defense,,DRONE DEFENSE_3_PLAYER_PLAYER,Defense Drone 3++ (Harmony Cruiser only)
Drones,Defense,,DRONE DEFENSE_1_ENEMY,ENEMY Defense 1 (+1 power)
Drones,Defense,,DRONE DEFENSE_2_ENEMY,ENEMY Defense 2 (+1 power)
Drones,Defense,,DRONE DEFENSE_3_ENEMY,"ENEMY Defense 3 (+1 power, -50ms cooldown)"
Drones,Defense,,DRONE GUARDIAN_1_MISSILE,Guardian 1 Toggle
Drones,Defense,,DRONE GUARDIAN_1_DRONE,
Drones,Defense,,DRONE GUARDIAN_2_MISSILE,Guardian 2 Toggle
Drones,Defense,,DRONE GUARDIAN_2_DRONE,
Drones,Defense,,DRONE AMPHI_DEFENSE,Amphi-Drone (D)
Drones,Defense,,DRONE SHIP_REPAIR,Hull Repair Drone
Drones,Defense,,DRONE SHIP_REPAIR_ENEMY,ENEMY Hull Repair Drone (+1 power)
Drones,Defense,,DRONE OMNI_DRONE,
Drones,Defense,,DRONE DRONE_SHIELD,Shield Overcharger
Drones,Defense,,DRONE DRONE_SHIELD_POWERLESS,"Shield ""Overconserver"""
Drones,Combat,,DRONE AMPHI_COMBAT,Amphi-Drone (C)
Drones,Combat,,DRONE COMBAT_CONSERVATIVE_LASER,Conservative Drone
Drones,Combat,,DRONE COMBAT_CONSERVATIVE_BEAM,
Drones,Combat,,DRONE COMBAT_1_LASER,Combat 1 Toggle
Drones,Combat,,DRONE COMBAT_1_BEAM,
Drones,Combat,,DRONE COMBAT_2_LASER,Combat 2 Toggle
Drones,Combat,,DRONE COMBAT_2_BEAM,
Drones,Combat,,DRONE ASSAULT_PARTICLE,Assault Drone
Drones,Combat,,DRONE ASSAULT_PIERCE,
Drones,Combat,,DRONE HELLRAISER_FIRE,Hellraiser Drone
Drones,Combat,,DRONE HELLRAISER_HULL,
Drones,Combat,,DRONE HELLRAISER_FIRE_PLAYER,Hellraiser+ (-1 power)
Drones,Combat,,DRONE HELLRAISER_HULL_PLAYER,
Drones,Combat,,DRONE PEST_RAD,Pestilence Toggle Drone
Drones,Combat,,DRONE PEST_RAD_ENEMY,ENEMY Pest. Toggle Drone (-10 movespeed)
Drones,Combat,,DRONE PEST_DEBUFF,
Drones,Combat,,DRONE PEST_DEBUFF_ENEMY,
Drones,Combat,,DRONE ION_1_AMP2,Amp Ion Drone
Drones,Combat,,DRONE ION_1_AMP2_ENEMY,ENEMY Amp Ion Drone [2] (+1 power)
Drones,Combat,,DRONE ION_1_AMP3,
Drones,Combat,,DRONE ION_1_AMP3_ENEMY,
Drones,Combat,,DRONE ION_1_AMP4,
Drones,Combat,,DRONE ENERGY_1_AMP2,Amp Energy Drone
Drones,Combat,,DRONE ENERGY_1_AMP2_ENEMY,ENEMY Amp Energy Drone [2] (+1 power)
Drones,Combat,,DRONE ENERGY_1_AMP3,
Drones,Combat,,DRONE ENERGY_1_AMP3_ENEMY,
Drones,Combat,,DRONE ENERGY_1_AMP4,
Drones,Combat,,DRONE FOCUS_1_AMP2,Amp Focus Drone
Drones,Combat,,DRONE FOCUS_1_AMP3,
Drones,Combat,,DRONE FOCUS_1_AMP4,
Drones,Combat,,DRONE FLAK_1_AMP2,Amp Flak Drone
Drones,Combat,,DRONE FLAK_1_AMP3,
Drones,Combat,,DRONE FLAK_1_AMP4,
Drones,Combat,,DRONE COMBAT_RANDOM_LASER,Wonderdrone TM
Drones,Combat,,DRONE COMBAT_RANDOM_MISSILE,
Drones,Combat,,DRONE COMBAT_RANDOM_ION,
Drones,Combat,,DRONE COMBAT_RANDOM_BEAM,
Drones,Combat,,DRONE COMBAT_ENGINEER,Uplifted Beam Drone
Drones,Combat,,DRONE COMBAT_BIO_BEAM,Guillotine Drone (Slug C exclusive)
Drones,Internal/Crew,,DRONE A55_BATTLE,A5540L3
Drones,Internal/Crew,,DRONE A55_BOARDER,
Drones,Internal/Crew,,DRONE REPAIR,Maintenance Drone
Drones,Internal/Crew,,DRONE RECON_DEFENSE,Recon
Drones,Internal/Crew,,DRONE RECON_BOARDER,
Drones,Internal/Crew,,DRONE BATTLETOG_DEFEND,Battle
Drones,Internal/Crew,,DRONE BATTLETOG_BOARDER,
Drones,Internal/Crew,,DRONE BATTLETOG2_DEFEND,Battle 2
Drones,Internal/Crew,,DRONE BATTLETOG2_BOARDER,
Drones,Internal/Crew,,DRONE BOARDER_ION,Ion Intruder
Drones,Internal/Crew,,DRONE DOCTOR_DEFENSE,Doctor
Drones,Internal/Crew,,DRONE DOCTOR_BOARDER,
Drones,Internal/Crew,,DRONE MANNING,Manager
Drones,Internal/Crew,,DRONE MANNING_ENEMY,ENEMY Manager (+1 power)
Drones,Internal/Crew,,DRONE BUTLER_DEFENSE,Butler
Drones,Internal/Crew,,DRONE BUTLER_BOARDER,
Drones,Internal/Crew,,DRONE DIVREPAIR,Divine Repair
Drones,Internal/Crew,,DRONE GRAZIER_BATTLE,Orchid Battle Drone
Drones,Internal/Crew,,DRONE GRAZIER_BOARDER,
Drones,Internal/Crew,,DRONE PRODUCER,Orchid Manager Drone
Drones,Internal/Crew,,DRONE CONSTRUCTOR,Orchid System Repair Drone
Drones,Loot Drones,,DRONE LOOT_AUTO_1_LASER,"Conservative Laser/Beam Toggle (Evades enemy drone shots, +2 movement speed)"
Drones,Loot Drones,,DRONE LOOT_AUTO_1_BEAM,
Drones,Loot Drones,,DRONE LOOT_AUG_1_AMP2,Augmented AMP flak (All modes gain 1 extra shot and -2 movement speed)
Drones,Loot Drones,,DRONE LOOT_AUG_1_AMP3,
Drones,Loot Drones,,DRONE LOOT_AUG_1_AMP4,
Drones,Loot Drones,,DRONE LOOT_ENGI_1,"Defense Drone 1 (Faster projectiles, 300 ms cooldown)"
Drones,Loot Drones,,DRONE LOOT_ENGI_2,"Combat Drone 1 (Avoids enemy drone shots, +6 movement speed)"
Drones,Loot Drones,,DRONE LOOT_SEPARATIST_1_DEFEND,"Battle Drone (Health regen out of combat, immune to fire, faster movement speed)"
Drones,Loot Drones,,DRONE LOOT_SEPARATIST_1_BOARDER,
Drones,Loot Drones,,DRONE LOOT_ESTATE_1_COMBAT,Amphi-Drone (Faster reload)
Drones,Loot Drones,,DRONE LOOT_ESTATE_1_DEFENSE,"(Faster reload, additional targeting options)"
Drones,MV Traveler Drones,,DRONE DEFENSE_TRINITY_MISSILE,Trinity Drone (Engi C)
Drones,MV Traveler Drones,,DRONE DEFENSE_TRINITY_DRONE,
Drones,MV Traveler Drones,,DRONE DEFENSE_TRINITY_PROJECTILE,
Drones,MV Traveler Drones,,DRONE YINYANG_BATTLE,Ying-Yang Battle Drone (Separatist B)
Drones,MV Traveler Drones,,DRONE YINYANG_BOARDER,
Drones,MV Traveler Drones,,DRONE SURGEON_BATTLE,Surgeon Crew Drone (Engineer B)
Drones,MV Traveler Drones,,DRONE SURGEON_BOARDER,
Drones,MV Traveler Drones,,DRONE SALT_MINER,Mining Drone
Drones,MV Traveler Drones,,DRONE FOREMAN_BATTLE,Foreman Crew Drone (Confederate B)
Drones,MV Traveler Drones,,DRONE FOREMAN_BOARDER,
Drones,MV Traveler Drones,,DRONE SYMBIONT_DEFENSE,Symbiont Drone (Morph B)
Drones,MV Traveler Drones,,DRONE SYMBIONT_DEFENSE_MISSILE,
Drones,MV Traveler Drones,,DRONE SYMBIONT_DEFENSE_DRONE,
Drones,MV Traveler Drones,,DRONE SYMBIONT_LASER,
Drones,MV Traveler Drones,,DRONE SYMBIONT_BEAM,
Drones,MV Traveler Drones,,DRONE SYMBIONT_FIRE,
Drones,MV Traveler Drones,,DRONE SYMBIONT_HULL,
Drones,MV Traveler Drones,,DRONE SYMBIONT_ION,
Drones,MV Traveler Drones,,DRONE SYMBIONT_ENERGY,
Drones,MV Traveler Drones,,DRONE SYMBIONT_FOCUS,
Drones,MV Traveler Drones,,DRONE SYMBIONT_FLAK,
Drones,MV Traveler Drones,,DRONE SYMBIONT_OMNI,
Drones,MV Traveler Drones,,DRONE SYMBIONT_ANCIENT_LASER,
Drones,MV Traveler Drones,,DRONE SYMBIONT_ANCIENT_DEFENSE,
Drones,MV Traveler Drones,,DRONE SYMBIONT_ANCIENT_ION,
Drones,MV Traveler Drones,,DRONE SYMBIONT_ANCIENT_MISSILE,
Drones,Obelisk Drones,,DRONE ANCIENT_COMBAT_LASER,Harbinger Drone
Drones,Obelisk Drones,,DRONE ANCIENT_COMBAT_LASER_2,Harbinger Drone 2
Drones,Obelisk Drones,,DRONE ANCIENT_COMBAT_ION,Plasma Drone
Drones,Obelisk Drones,,DRONE ANCIENT_COMBAT_MISSILE,Missile Drone
Drones,Obelisk Drones,,DRONE ROYAL_COMBAT_LASER_2,Royal Harbinger Drone 2
Drones,Obelisk Drones,,DRONE ROYAL_COMBAT_MISSILE,Royal Missile Drone
Drones,Obelisk Drones,,DRONE ROYAL_COMBAT_ION,Royal Plasma Drone
Drones,Obelisk Drones,,DRONE ANCIENT_DEFENSE_1,Overwatcher Drone
Drones,Obelisk Drones,,DRONE ANCIENT_DEFENSE_1_ENEMY,ENEMY Overwatcher Drone (+1 power)
Drones,Obelisk Drones,,DRONE ROYAL_DEFENSE_1,Royal Overwatcher Drone
Drones,Obelisk Drones,,DRONE MENDER,Obelisk Mender
Drones,Obelisk Drones,,DRONE MENDERR,Obelisk Royal Mender
Drones,Obelisk Drones,,DRONE DIRECTOR,Obelisk Director
Drones,Obelisk Drones,,DRONE ATOM_DEFEND,Obelisk Atomizer
Drones,Obelisk Drones,,DRONE ATOM_BOARDER,
Drones,Obelisk Drones,,DRONE ATOMR_DEFEND,Obelisk Royal Atomizer
Drones,Obelisk Drones,,DRONE ATOMR_BOARDER,
Drones,Obelisk Drones,,DRONE ROOMBA_DEFEND,Obelisk Roomba
Drones,Obelisk Drones,,DRONE ROOMBA_BOARDER,
Drones,Secret,,DRONE COMBAT_PRIME,Castigator
Drones,Secret,,DRONE DEFENSE_PRIME,Arch-angel
Drones,Secret,,DRONE COMBAT_ASTEROID_DRUG,Asteroid Hazard
Drones,Unused (either vanilla or scrapped),,DRONE COMBAT_1,
Drones,Unused (either vanilla or scrapped),,DRONE COMBAT_BEAM,
Drones,Unused (either vanilla or scrapped),,DRONE COMBAT_2,
Drones,Unused (either vanilla or scrapped),,DRONE BATTLE,
Drones,Unused (either vanilla or scrapped),,DRONE BOARDER,
Drones,Unused (either vanilla or scrapped),,DRONE BATTERY_DRONE,"Crew drone, uses 1 power but gives 3 to current room"
Drones,Unused (either vanilla or scrapped),,DRONE COMBAT_PRINT,Scrapped Engi Cruiser layout B gimmick
Augmentations,Generic Augmentations,,AUG ANCIENT_PREIGNITE,Ancient Hyper-Igniter
Augmentations,Generic Augmentations,,AUG ANCIENT_REPLICATOR,Ancient Recycler
Augmentations,Generic Augmentations,,AUG ANCIENT_PROTECTANT,Ancient Protocol
Augmentations,Generic Augmentations,,AUG ANCIENT_SHIELD,Aether Shields
Augmentations,Generic Augmentations,,AUG LOCKED_ANCIENT_SHIELD,
Augmentations,Generic Augmentations,,AUG ROYAL_SHIELD,Ascended Shields
Augmentations,Generic Augmentations,,AUG LOCKED_ROYAL_SHIELD,
Augmentations,Generic Augmentations,,AUG ANCIENT_DNA,Ancient Cybernetics
Augmentations,Generic Augmentations,,AUG ANCIENT_ACTIVATOR,Wither storage check
Augmentations,Generic Augmentations,,AUG ADV_SCANNERS,Long Ranged Scanners
Augmentations,Generic Augmentations,,AUG WEAPON_PREIGNITE,Weapon Pre-Igniter
Augmentations,Generic Augmentations,,AUG SPEED_SUITS,Exovests
Augmentations,Generic Augmentations,,AUG FTL_JUMPER_SCANNER,Adv. Navigator
Augmentations,Generic Augmentations,,AUG CRATE_FUEL,Resource Crates
Augmentations,Generic Augmentations,,AUG CRATE_MISSILES,
Augmentations,Generic Augmentations,,AUG CRATE_DRONES,
Augmentations,Generic Augmentations,,AUG RECYCLER,Recycler Module
Augmentations,Generic Augmentations,,AUG RECYCLER_REVERSE,Deconstructor
Augmentations,Generic Augmentations,,AUG DISTRACTION_BUOY,Decoy Buoys
Augmentations,Generic Augmentations,,AUG PRE_SCANNER,Slip-Scanner
Augmentations,Generic Augmentations,,AUG FUEL_CONSERVER,Fuel Conserver
Augmentations,Generic Augmentations,,AUG FLEET_SKIP,Engine Overdrive Capacitor mk III+
Augmentations,Generic Augmentations,,AUG SIREN_ENEMY_MC,is only used to give the Mind Control visual effect for crew on Siren ships
Augmentations,Generic Augmentations,,AUG CREW_FIREARMS,Improved Armories
Augmentations,Generic Augmentations,,AUG CREW_OXYGEN,Advanced Ventilation
Augmentations,Generic Augmentations,,AUG NO_GHOST,Emancipation Grid
Augmentations,Generic Augmentations,,AUG CHUNGUS_MAKER,"Chung Bungalung's augmentation (1.5x hp, 0.25x movement speed)"
Augmentations,Generic Augmentations,,AUG SYLVAN_SHIELD_PRIME,Adv. Merchant's Shield (used by Sylvan Prime)
Augmentations,Generic Augmentations,,AUG FLAGSHIP_SHIELD,"Flagship Shield (MFKFS supershield, 10 points)"
Augmentations,Generic Augmentations,,AUG FLAGSHIP_SHIELD_FULL,"Flagship Shield (MVFS stage 3 supershield, 12 points)"
Augmentations,Generic Augmentations,,AUG MYSTERIOUS_BEACON,Mysterious Beacon (external version from the Judges)
Augmentations,Generic Augmentations,,AUG MYSTERIOUS_BEACON_ACTIVE,
Augmentations,Generic Augmentations,,AUG NO_SUFFOCATE,Can't suffocate (used by Her)
Augmentations,Unused/scrapped augmentations,,AUG DRONE_CRAFTER,(Old Engi B Gimmick)
Augmentations,Unused/scrapped augmentations,,AUG ANCIENT_COMBAT_SWITCH,"(flexible combat augmentation that boosted systems, was made redundant by internal upgrades)"
Augmentations,Unused/scrapped augmentations,,AUG ANCIENT_COMBAT_SWITCH_CLOAK,
Augmentations,Unused/scrapped augmentations,,AUG ANCIENT_COMBAT_SWITCH_BYPASS,
Augmentations,Unused/scrapped augmentations,,AUG ANCIENT_COMBAT_SWITCH_JAMMER,
Augmentations,Unused/scrapped augmentations,,AUG ANCIENT_COMBAT_SWITCH_SCANNER,
Augmentations,Unused/scrapped augmentations,,AUG ANCIENT_COMBAT_SWITCH_CHARGER,
Augmentations,Unused/scrapped augmentations,,AUG CLOAK_RELOADER,stealth weapons +12% re-loader
Augmentations,Unused/scrapped augmentations,,AUG ANCIENT_CONSTRUCTOR,OLD Hibernating Robot
Augmentations,Unused/scrapped augmentations,,AUG SYSTEM_UNBREAKING,Immortal Systems
Augmentations,Unused/scrapped augmentations,,AUG HULL_UNBREAKING,Immortal Hull
Augmentations,Unused/scrapped augmentations,,AUG ENEMY_RESIST_50,50% Hull Resistance
Augmentations,Unused/scrapped augmentations,,AUG FTL_JUMPER_GOOD,Beta Multiverse Drive?
Augmentations,Unused/scrapped augmentations,,AUG CRYSTAL_PHASE,SENTINEL CRUISER
Augmentations,Unused/scrapped augmentations,,AUG JUDGE_BOON_SIREN,"Boon of Utopia (unused, grants Boon of Ancients)"
Augmentations,Unused/scrapped augmentations,,AUG LOSTSUN_BLESSING,unknown
Augmentations,Unused/scrapped augmentations,,AUG INFO_MACHINE,Diagnostics Analyzer
Augmentations,Unused/scrapped augmentations,,AUG REBEL_ID,Forged Identification
Augmentations,Unused/scrapped augmentations,,AUG SYLVAN_SHIELD_GUARD,
Augmentations,Unused/scrapped augmentations,,AUG SUPER_SHIELD_RECHARGE,Shield Charge Booster Mk 2
Augmentations,Unused/scrapped augmentations,,AUG SUPER_AUTO_COOLDOWN,Automated Re-loader Mk 2
Augmentations,Unused/scrapped augmentations,,AUG ENGINE_PREIGNITER,FTL Mass Accelerator
Augmentations,Unused/scrapped augmentations,,AUG SUPER_MEDBAY,Advanced Medbots
Augmentations,Unused/scrapped augmentations,,AUG COAL_AUG_1,(Crystal+Rock Armor) <OLD ELITE COALITION AUGS>
Augmentations,Unused/scrapped augmentations,,AUG COAL_AUG_2,(Slug Gel+Mantis Pheromones)
Augmentations,Unused/scrapped augmentations,,AUG FTL_JUMPER_GOOD,Ultra Advanced Nav.
Augmentations,Unused/scrapped augmentations,,AUG SECTOR_SCANNER,Sector Scanner
Augmentations,Unused/scrapped augmentations,,AUG BOARDER_RECOVERY,Boarder Retro-Thrusting
Augmentations,Unused/scrapped augmentations,,AUG MIND_ORDER,Neural Reins
Augmentations,Unused/scrapped augmentations,,AUG ARTILLERY_ORDER,Advanced Targeting
Augmentations,Internal Upgrades,,AUG SCRAP_COLLECTOR,Modular Scrap Arm
Augmentations,Internal Upgrades,,AUG UPG_ARM_SCRAP,
Augmentations,Internal Upgrades,,AUG MAGNET_ARM,Modular Magnet Arm
Augmentations,Internal Upgrades,,AUG UPG_ARM_MAGNETIC,
Augmentations,Internal Upgrades,,AUG DRONE_RECOVERY,Modular Drone Recovery Arm
Augmentations,Internal Upgrades,,AUG UPG_ARM_DRONES,
Augmentations,Internal Upgrades,,AUG REPAIR_ARM,Modular Repair Arm
Augmentations,Internal Upgrades,,AUG UPG_ARM_REPAIR,
Augmentations,Internal Upgrades,,AUG UPG_TECH_SEALANT,Breach Sealant
Augmentations,Internal Upgrades,,AUG EX_BREACH_SEALANT,
Augmentations,Internal Upgrades,,AUG UPG_TECH_EXTINGUISHERS,Extinguishers
Augmentations,Internal Upgrades,,AUG EX_FIRE_EXTINGUISHERS,
Augmentations,Internal Upgrades,,AUG UPG_TECH_BYPASS,Hard-Light Bypass
Augmentations,Internal Upgrades,,AUG EX_ZOLTAN_BYPASS,
Augmentations,Internal Upgrades,,AUG UPG_TECH_LIFEFORM,Lifeform Scanner
Augmentations,Internal Upgrades,,AUG EX_LIFE_SCANNER,
Augmentations,Internal Upgrades,,AUG UPG_TECH_SCRAMBLER,Defense Scrambler
Augmentations,Internal Upgrades,,AUG EX_DEFENSE_SCRAMBLER,
Augmentations,Internal Upgrades,,AUG UPG_TECH_RESPIRATOR,Respirators
Augmentations,Internal Upgrades,,AUG EX_O2_MASKS,
Augmentations,Internal Upgrades,,AUG UPG_AETHER_ENGINES,Aether Overdrive
Augmentations,Internal Upgrades,,AUG UPG_AETHER_PREIGNITER,Aether Overcharger
Augmentations,Internal Upgrades,,AUG UPG_AETHER_SHIELDS,"Aether Shielding, not to be confused with Aether Shields"
Augmentations,Internal Upgrades,,AUG UPG_AETHER_SCANNERS,Anomaly Detector
Augmentations,Internal Upgrades,,AUG UPG_AETHER_TRANSLATOR,Runic Translator
Augmentations,Internal Upgrades,,AUG UPG_ENGINES_JUMPER,Long-Ranged Jump
Augmentations,Internal Upgrades,,AUG EX_FTL_JUMPER,
Augmentations,Internal Upgrades,,AUG UPG_ENGINES_PERFORMANCE,FTL Booster
Augmentations,Internal Upgrades,,AUG EX_FTL_BOOSTER,
Augmentations,Internal Upgrades,,AUG UPG_SHIELD_ION,Ion Field
Augmentations,Internal Upgrades,,AUG EX_ION_ARMOR,
Augmentations,Internal Upgrades,,AUG UPG_SHIELDS_PERFORMANCE,Shield Charge Boost
Augmentations,Internal Upgrades,,AUG EX_SHIELD_RECHARGE,
Augmentations,Internal Upgrades,,AUG UPG_SHIELDS_STUN,Electrical Insulation
Augmentations,Internal Upgrades,,AUG UPG_WEAPONS_REPLICATOR,Explosive Replicator
Augmentations,Internal Upgrades,,AUG EX_EXPLOSIVE_REPLICATOR,
Augmentations,Internal Upgrades,,AUG UPG_WEAPONS_PERFORMANCE,Re-loader
Augmentations,Internal Upgrades,,AUG EX_AUTO_COOLDOWN,
Augmentations,Internal Upgrades,,AUG UPG_ARTILLERY_TARGETING,Targeting Override
Augmentations,Internal Upgrades,,AUG EX_ARTILLERY_TARGETING,
Augmentations,Internal Upgrades,,AUG UPG_DRONE_SPEED,Drone Booster
Augmentations,Internal Upgrades,,AUG EX_DRONE_SPEED,
Augmentations,Internal Upgrades,,AUG UPG_CLOAK_FIRE,Shadow Weaponry
Augmentations,Internal Upgrades,,AUG EX_CLOAK_FIRE,
Augmentations,Internal Upgrades,,AUG UPG_TELEPORTER_HEAL,Reconstructive Teleport
Augmentations,Internal Upgrades,,AUG EX_TELEPORT_HEAL,
Augmentations,Internal Upgrades,,AUG UPG_TELEPORTER_POWER,Self-Powered Teleporter
Augmentations,Internal Upgrades,,AUG UPG_MEDBAY_NANO,Med-Bot Dispersal
Augmentations,Internal Upgrades,,AUG EX_MEDBAY_NANO,
Augmentations,Internal Upgrades,,AUG UPG_MEDBAY_SPEED,Medical Stimulants
Augmentations,Internal Upgrades,,AUG EX_MEDBAY_SPEED,
Augmentations,Internal Upgrades,,AUG UPG_MEDBAY_RESISTANCE,Safety Blankets
Augmentations,Internal Upgrades,,AUG EX_MEDBAY_RESISTANCE,
Augmentations,Internal Upgrades,,AUG UPG_CLONEBAY_DNA,Backup DNA
Augmentations,Internal Upgrades,,AUG EX_BACKUP_DNA,
Augmentations,Internal Upgrades,,AUG UPG_MIND_BUFF,Cerebral Overcharge
Augmentations,Internal Upgrades,,AUG EX_MIND_BUFF,
Augmentations,Internal Upgrades,,AUG UPG_MIND_KILLSWITCH,Neural Killswitch
Augmentations,Internal Upgrades,,AUG UPG_MIND_IMMUNITY,Tinfoil Array
Augmentations,Internal Upgrades,,AUG EX_MIND_IMMUNITY,
Augmentations,Internal Upgrades,,AUG UPG_HACK_JAMMER,FTL Jammer
Augmentations,Internal Upgrades,,AUG EX_FTL_JAMMER,
Augmentations,Internal Upgrades,,AUG UPG_HACK_STUN,Neural Disruptor
Augmentations,Internal Upgrades,,AUG EX_HACKING_STUN,
Augmentations,Internal Upgrades,,AUG UPG_BATTERY_BOOSTER,Battery Charger
Augmentations,Internal Upgrades,,AUG EX_BATTERY_BOOSTER,
Augmentations,Internal Upgrades,,AUG UPG_BATTERY_GENERATOR,Emergency Generator
Augmentations,Internal Upgrades,,AUG EX_BATTERY_GENERATOR,
Augmentations,Internal Upgrades,,AUG UPG_PILOT_REPAIR,Logistical Assistant
Augmentations,Internal Upgrades,,AUG UPG_PILOT_REROUTE,Expanded Circuitry
Augmentations,Internal Upgrades,,AUG EX_PILOT_REROUTE,
Augmentations,Internal Upgrades,,AUG UPG_TECH_NOPHASE,Emancipation Grills
Augmentations,Crew Lab Upgrades,,AUG LAB_HUMAN_DIVERSE,Diversification
Augmentations,Crew Lab Upgrades,,AUG LAB_HUMAN_TEAMWORK,Teamwork Neurons
Augmentations,Crew Lab Upgrades,,AUG LAB_HUMAN_INTUITION,Natural Intuition
Augmentations,Crew Lab Upgrades,,AUG LAB_HUMAN_BASIC_SACRIFICE,Martyrdom Instincts
Augmentations,Crew Lab Upgrades,,AUG LAB_MEDIC_OATH,Hippocratic Oath
Augmentations,Crew Lab Upgrades,,AUG LAB_ENGINEER_DRONES,Field Training
Augmentations,Crew Lab Upgrades,,AUG LAB_ENGI_COMBAT,Combat Systems
Augmentations,Crew Lab Upgrades,,AUG EX_LAB_ENGI_COMBAT,
Augmentations,Crew Lab Upgrades,,AUG LAB_ENGI_EFFICIENCY,Nanite Efficiency
Augmentations,Crew Lab Upgrades,,AUG LAB_ENGI_ADAPT,Environmental Adaptation
Augmentations,Crew Lab Upgrades,,AUG EX_LAB_ENGI_ADAPT,
Augmentations,Crew Lab Upgrades,,AUG LAB_SEPARATIST_HEAL,Unified Colonies
Augmentations,Crew Lab Upgrades,,AUG LAB_DEFENDER_REPAIRS,Priority Reallocation
Augmentations,Crew Lab Upgrades,,AUG LAB_ZOLTAN_OVERCLOCK,Overclocking
Augmentations,Crew Lab Upgrades,,AUG EX_LAB_ZOLTAN_OVERCLOCK,
Augmentations,Crew Lab Upgrades,,AUG LAB_ZOLTAN_SHIELD,Hard-Light Shielding
Augmentations,Crew Lab Upgrades,,AUG LAB_ZOLTAN_EMITTER,Emitter Calibration
Augmentations,Crew Lab Upgrades,,AUG LAB_MONK_COMBAT,Spiritual Abandonment
Augmentations,Crew Lab Upgrades,,AUG LAB_ORCHID_THORNS,Thorns
Augmentations,Crew Lab Upgrades,,AUG LAB_ORCHID_TOTIPOTENCY,Totipotency
Augmentations,Crew Lab Upgrades,,AUG LAB_ORCHID_DEPRESSURIZED,Anaerobic Synthesis
Augmentations,Crew Lab Upgrades,,AUG LAB_CARETAKER_HAZARD,Calming Spores
Augmentations,Crew Lab Upgrades,,AUG LAB_VAMPWEED_HEAL,Decomposers
Augmentations,Crew Lab Upgrades,,AUG LAB_MANTIS_MELEE,Selective Killing
Augmentations,Crew Lab Upgrades,,AUG LAB_MANTIS_FIRE,Fireflies
Augmentations,Crew Lab Upgrades,,AUG EX_LAB_MANTIS_FIRE,
Augmentations,Crew Lab Upgrades,,AUG LAB_MANTIS_SPEED,Observational Learning
Augmentations,Crew Lab Upgrades,,AUG LAB_HIVE_SLASH,Claw Slash
Augmentations,Crew Lab Upgrades,,AUG LAB_SUZERAIN_SLAVES,Slave Masters
Augmentations,Crew Lab Upgrades,,AUG EX_LAB_SUZERAIN_SLAVES,
Augmentations,Crew Lab Upgrades,,AUG LAB_ROCK_DOORS,Titan Fists
Augmentations,Crew Lab Upgrades,,AUG LAB_ROCK_SKIN,Obsidian Skin
Augmentations,Crew Lab Upgrades,,AUG EX_LAB_ROCK_SKIN,
Augmentations,Crew Lab Upgrades,,AUG LAB_ROCK_SPEED,Crumbling Exterior
Augmentations,Crew Lab Upgrades,,AUG LAB_CULTIST_MIND,Unbreaking Faith
Augmentations,Crew Lab Upgrades,,AUG EX_LAB_CULTIST_MIND,
Augmentations,Crew Lab Upgrades,,AUG LAB_CRYSTAL_SUFFOCATION,Crystallized Hydrogen
Augmentations,Crew Lab Upgrades,,AUG EX_LAB_CRYSTAL_SUFFOCATION,
Augmentations,Crew Lab Upgrades,,AUG LAB_CRYSTAL_SABOTAGE,Hardened Crystals
Augmentations,Crew Lab Upgrades,,AUG LAB_CRYSTAL_FIRE,Geodification
Augmentations,Crew Lab Upgrades,,AUG LAB_SLUG_STUN,Neuron Pathing
Augmentations,Crew Lab Upgrades,,AUG LAB_SLUG_BUFF,Neural Redirection
Augmentations,Crew Lab Upgrades,,AUG LAB_SLUG_MIND,Telepathic Synergies
Augmentations,Crew Lab Upgrades,,AUG LAB_SHELL_SUFFOCATION,Anatomical Gyroscopes
Augmentations,Crew Lab Upgrades,,AUG LAB_SHELL_TELEPATHY,Evolutionary Rebranching
Augmentations,Crew Lab Upgrades,,AUG LAB_SHELL_SPEED,Dextile Shells
Augmentations,Crew Lab Upgrades,,AUG LAB_SCIENTIST_DOT,Artificial Radiancy
